Sett_Date,Sett_Period,Scottish Wind Output,England/Wales Wind Output,Total
2020-04-01,1,1106.238,1978.678,3084.916
2020-04-01,2,1290.504,1992.02,3282.524
2020-04-01,3,1407.4,1921.322,3328.722
2020-04-01,4,1560.266,1848.926,3409.192
2020-04-01,5,1702.602,1771.562,3474.164
2020-04-01,6,1589.542,1658.876,3248.418
2020-04-01,7,1692.576,1617.414,3309.99
2020-04-01,8,1855.09,1621.066,3476.156
2020-04-01,9,1990.676,1619.93,3610.606
2020-04-01,10,2161.244,1741.266,3902.51
2020-04-01,11,2199.138,1813.676,4012.814
2020-04-01,12,2265.39,1795.748,4061.138
2020-04-01,13,2404.774,1766.254,4171.028
2020-04-01,14,2565.254,1786.796,4352.05
2020-04-01,15,2661.566,1815.546,4477.112
2020-04-01,16,2742.522,1863.934,4606.456
2020-04-01,17,2943.126,1640.612,4583.738
2020-04-01,18,3150.458,1122.18,4272.638
2020-04-01,19,3277.396,1155.984,4433.38
2020-04-01,20,3405.1,1273.996,4679.096
2020-04-01,21,3543.848,1362.31,4906.158
2020-04-01,22,3802.226,1347.728,5149.954
2020-04-01,23,3933.104,1258.256,5191.36
2020-04-01,24,4029.022,1267.436,5296.458
2020-04-01,25,4191.114,1333.802,5524.916
2020-04-01,26,4352.718,1375.944,5728.662
2020-04-01,27,4530.354,1330.874,5861.228
2020-04-01,28,4594.406,1365.634,5960.04
2020-04-01,29,4527.868,1507.878,6035.746
2020-04-01,30,4509.468,1462.832,5972.3
2020-04-01,31,4490.014,1454.248,5944.262
2020-04-01,32,4397.628,1705.306,6102.934
2020-04-01,33,3916.026,1934.92,5850.946
2020-04-01,34,3883.056,2017.04,5900.096
2020-04-01,35,3943.584,1936.224,5879.808
2020-04-01,36,4080.19,1908.782,5988.972
2020-04-01,37,4226.562,1873.202,6099.764
2020-04-01,38,3938.934,1864.608,5803.542
2020-04-01,39,3850.336,1767.252,5617.588
2020-04-01,40,3640.728,1545.702,5186.43
2020-04-01,41,3514.642,1306.198,4820.84
2020-04-01,42,3447.4,1355.672,4803.072
2020-04-01,43,3719.514,1423.908,5143.422
2020-04-01,44,3763.686,1540.318,5304.004
2020-04-01,45,3819.136,1648.906,5468.042
2020-04-01,46,3937.388,1868.572,5805.96
2020-04-01,47,4084.438,2124.414,6208.852
2020-04-01,48,4110.076,2474.44,6584.516
2020-04-02,1,4002.216,2520.238,6522.454
2020-04-02,2,4018.138,2498.922,6517.06
2020-04-02,3,4011.696,2515.422,6527.118
2020-04-02,4,3929.04,2416.82,6345.86
2020-04-02,5,3901.61,2420.294,6321.904
2020-04-02,6,3705.256,2512.904,6218.16
2020-04-02,7,3828.072,2661.582,6489.654
2020-04-02,8,3801.764,3069.79,6871.554
2020-04-02,9,3539.892,3458.356,6998.248
2020-04-02,10,3356.644,3687.128,7043.772
2020-04-02,11,3267.124,3908.346,7175.47
2020-04-02,12,3393.436,4079,7472.436
2020-04-02,13,3446.988,4442.004,7888.992
2020-04-02,14,3315.704,4737.162,8052.866
2020-04-02,15,3348.314,4997.526,8345.84
2020-04-02,16,3307.058,5263.186,8570.244
2020-04-02,17,3589.918,5464.58,9054.498
2020-04-02,18,3943.738,5486.57,9430.308
2020-04-02,19,4073.896,5447.32,9521.216
2020-04-02,20,4200.738,5646.962,9847.7
2020-04-02,21,4175.418,5803.292,9978.71
2020-04-02,22,4185.262,5787.066,9972.328
