Sett_Date,Sett_Period,Scottish Wind Output,England/Wales Wind Output,Total
2023-04-01,1,893.508,5575.778,6469.286
2023-04-01,2,887.432,5450.062,6337.494
2023-04-01,3,1053.312,5660.022,6713.334
2023-04-01,4,1042.314,5700.406,6742.72
2023-04-01,5,985.562,5608.37,6593.932
2023-04-01,6,1015.932,5544.184,6560.116
2023-04-01,7,927.83,5351.564,6279.394
2023-04-01,8,929.812,5434.696,6364.508
2023-04-01,9,898.11,5458.624,6356.734
2023-04-01,10,796.37,5339.616,6135.986
2023-04-01,11,758.772,5199.502,5958.274
2023-04-01,12,761.658,5130.956,5892.614
2023-04-01,13,734.232,5175.768,5910
2023-04-01,14,726.808,5307.996,6034.804
2023-04-01,15,744.328,5234.192,5978.52
2023-04-01,16,727.322,5131.098,5858.42
2023-04-01,17,690.176,5067.234,5757.41
2023-04-01,18,688.492,4951.44,5639.932
2023-04-01,19,752.12,4697.044,5449.164
2023-04-01,20,780.976,4548.71,5329.686
2023-04-01,21,823.176,4481.152,5304.328
2023-04-01,22,835.638,4389.426,5225.064
2023-04-01,23,905.596,4314.902,5220.498
2023-04-01,24,924.438,4355.016,5279.454
2023-04-01,25,871.574,4230.756,5102.33
2023-04-01,26,842.116,4252.502,5094.618
2023-04-01,27,807.36,4587.548,5394.908
2023-04-01,28,777.356,4565.076,5342.432
2023-04-01,29,785.076,4651.894,5436.97
2023-04-01,30,728.374,4640.316,5368.69
2023-04-01,31,624.978,4902.518,5527.496
2023-04-01,32,586.896,4870.876,5457.772
2023-04-01,33,554.394,4980.55,5534.944
2023-04-01,34,532.602,4962.062,5494.664
2023-04-01,35,482.076,5006.044,5488.12
2023-04-01,36,430.354,4871.816,5302.17
2023-04-01,37,463.316,4728.848,5192.164
2023-04-01,38,452.924,4751.364,5204.288
2023-04-01,39,400.808,5005.852,5406.66
2023-04-01,40,392.204,5143.83,5536.034
2023-04-01,41,389.206,5252.24,5641.446
2023-04-01,42,401.628,5264.618,5666.246
2023-04-01,43,407.664,5082.75,5490.414
2023-04-01,44,401.578,4951.156,5352.734
2023-04-01,45,394.322,4865.394,5259.716
2023-04-01,46,358.33,4885.466,5243.796
2023-04-01,47,302.416,4722.962,5025.378
2023-04-01,48,264.296,4641.89,4906.186
2023-04-02,1,261.798,4688.3,4950.098
2023-04-02,2,255.818,4731.4,4987.218
2023-04-02,3,285.99,4643.248,4929.238
2023-04-02,4,294.358,4420.938,4715.296
2023-04-02,5,328.582,4275.714,4604.296
2023-04-02,6,381.42,4132.024,4513.444
2023-04-02,7,444.766,4223.316,4668.082
2023-04-02,8,486.262,4298.678,4784.94
2023-04-02,9,471.34,4167.588,4638.928
2023-04-02,10,448.038,4172.852,4620.89
2023-04-02,11,373.306,3979.666,4352.972
2023-04-02,12,281.038,3912.104,4193.142
2023-04-02,13,212.95,3934.72,4147.67
2023-04-02,14,180.936,3961.464,4142.4
2023-04-02,15,168.794,3929.078,4097.872
2023-04-02,16,111.496,3896.248,4007.744
2023-04-02,17,91.796,3834.33,3926.126
2023-04-02,18,82.994,3795.502,3878.496
2023-04-02,19,93.7,3726.018,3819.718
2023-04-02,20,92.804,3608.524,3701.328
2023-04-02,21,98.286,3555.468,3653.754
2023-04-02,22,107.39,3479.104,3586.494
2023-04-02,23,96.114,3365.922,3462.036
2023-04-02,24,104.186,3228.63,3332.816
2023-04-02,25,82.116,3078.416,3160.532
2023-04-02,26,76.088,2951.004,3027.092
2023-04-02,27,75.41,2873.138,2948.548
2023-04-02,28,95.73,2833.122,2928.852
2023-04-02,29,107.428,2803.486,2910.914
2023-04-02,30,126.34,2758.382,2884.722
2023-04-02,31,125.456,2699.566,2825.022
2023-04-02,32,125.176,2658.224,2783.4
2023-04-02,33,118.436,2611.398,2729.834
2023-04-02,34,143.342,2581.178,2724.52
2023-04-02,35,153.674,2571.13,2724.804
2023-04-02,36,149.34,2624.222,2773.562
2023-04-02,37,146.754,2657.798,2804.552
2023-04-02,38,166.122,2715.682,2881.804
2023-04-02,39,184.01,2755.832,2939.842
2023-04-02,40,251.872,2886.41,3138.282
2023-04-02,41,404.072,2913.124,3317.196
2023-04-02,42,464.228,2863.098,3327.326
2023-04-02,43,508.876,2785.286,3294.162
2023-04-02,44,565.952,2707.412,3273.364
2023-04-02,45,624.816,2666.752,3291.568
2023-04-02,46,760.784,2845.492,3606.276
2023-04-02,47,875.686,2910.172,3785.858
2023-04-02,48,907.61,2928.57,3836.18
2023-04-03,1,1020.516,2915.78,3936.296
2023-04-03,2,1086.91,2882.662,3969.572
2023-04-03,3,1163.266,2789.094,3952.36
2023-04-03,4,1263.236,2609.486,3872.722
2023-04-03,5,1482.196,2434.024,3916.22
2023-04-03,6,1556.412,2341.43,3897.842
2023-04-03,7,1538.808,2297.28,3836.088
2023-04-03,8,1564.626,2261.044,3825.67
2023-04-03,9,1575.504,2234.52,3810.024
2023-04-03,10,1637.344,2191.5,3828.844
2023-04-03,11,1794.554,2197.796,3992.35
2023-04-03,12,1840,2267.086,4107.086
2023-04-03,13,1955.05,2434.374,4389.424
2023-04-03,14,2041.096,2726.888,4767.984
2023-04-03,15,2100.44,2799.492,4899.932
2023-04-03,16,2112.616,2706.582,4819.198
2023-04-03,17,2110.398,2649.374,4759.772
2023-04-03,18,2074.594,2594.392,4668.986
2023-04-03,19,1951.072,2655.936,4607.008
2023-04-03,20,1960.116,2783.256,4743.372
2023-04-03,21,2052.018,2848.44,4900.458
2023-04-03,22,2115.132,2859.224,4974.356
2023-04-03,23,2169.97,2946.354,5116.324
2023-04-03,24,2195.134,2953.204,5148.338
2023-04-03,25,2212.468,2993.04,5205.508
2023-04-03,26,2210.944,2779.62,4990.564
2023-04-03,27,2168.948,2587.952,4756.9
2023-04-03,28,2135.588,2495.054,4630.642
2023-04-03,29,2202.07,2398.092,4600.162
2023-04-03,30,2376.216,2310.21,4686.426
2023-04-03,31,2470.374,2257.922,4728.296
2023-04-03,32,2511.83,2126.152,4637.982
