Sett_Date,Sett_Period,Scottish Wind Output,England/Wales Wind Output,Total
2022-04-01,1,1729.668,7287.572,9017.24
2022-04-01,2,1648.556,7311.47,8960.026
2022-04-01,3,1446.042,7422.064,8868.106
2022-04-01,4,1415.344,7502.7,8918.044
2022-04-01,5,1356.952,7507.934,8864.886
2022-04-01,6,1418.668,7517.038,8935.706
2022-04-01,7,1316.596,7582.202,8898.798
2022-04-01,8,1170.086,7443.024,8613.11
2022-04-01,9,1078,7455.596,8533.596
2022-04-01,10,965.11,7568.964,8534.074
2022-04-01,11,871.784,7553.522,8425.306
2022-04-01,12,758.506,7484.442,8242.948
2022-04-01,13,691.466,7314.924,8006.39
2022-04-01,14,634.036,7177.878,7811.914
2022-04-01,15,546.546,7082.526,7629.072
2022-04-01,16,452.962,6899.218,7352.18
2022-04-01,17,342.93,6598.452,6941.382
2022-04-01,18,275.498,6622.648,6898.146
2022-04-01,19,244.706,6615.982,6860.688
2022-04-01,20,210.638,6403.936,6614.574
2022-04-01,21,196.618,6287.56,6484.178
2022-04-01,22,170.43,6122.356,6292.786
2022-04-01,23,180.274,5772.872,5953.146
2022-04-01,24,196.146,5662.778,5858.924
2022-04-01,25,175.504,5492.054,5667.558
2022-04-01,26,197.562,5304.448,5502.01
2022-04-01,27,254.658,5081.562,5336.22
2022-04-01,28,306.706,5009.79,5316.496
2022-04-01,29,336.702,5059.266,5395.968
2022-04-01,30,358.856,5115.886,5474.742
2022-04-01,31,411.734,5076.032,5487.766
2022-04-01,32,381.714,4957.074,5338.788
2022-04-01,33,324.552,4925.782,5250.334
2022-04-01,34,351.308,4935.01,5286.318
2022-04-01,35,373.902,5015.738,5389.64
2022-04-01,36,305.06,4887.522,5192.582
2022-04-01,37,253.214,4840.568,5093.782
2022-04-01,38,212.716,4780.534,4993.25
2022-04-01,39,205.18,4521.738,4726.918
2022-04-01,40,198.134,4575.15,4773.284
2022-04-01,41,203.818,4237.59,4441.408
2022-04-01,42,202.976,4238.606,4441.582
2022-04-01,43,175.742,4097.924,4273.666
2022-04-01,44,192.55,3592.246,3784.796
2022-04-01,45,153.886,3453.232,3607.118
2022-04-01,46,151.952,3149.67,3301.622
2022-04-01,47,159.75,2859.678,3019.428
2022-04-01,48,157.424,2741.096,2898.52
2022-04-02,1,154.364,2602.54,2756.904
2022-04-02,2,148.41,2624.464,2772.874
2022-04-02,3,124.83,2582.512,2707.342
2022-04-02,4,123.076,2253.8,2376.876
2022-04-02,5,123.734,2289.622,2413.356
2022-04-02,6,129.662,2255.25,2384.912
2022-04-02,7,112.072,2232.84,2344.912
2022-04-02,8,108.19,2374.912,2483.102
2022-04-02,9,116.052,2333.626,2449.678
2022-04-02,10,115.272,2396.472,2511.744
2022-04-02,11,112.742,2174.264,2287.006
2022-04-02,12,110.49,2118.604,2229.094
2022-04-02,13,122.424,2026.386,2148.81
2022-04-02,14,106.566,2001.11,2107.676
2022-04-02,15,108.734,1962.842,2071.576
2022-04-02,16,96.578,1887.85,1984.428
2022-04-02,17,75.024,1917.77,1992.794
2022-04-02,18,62.726,1858.642,1921.368
2022-04-02,19,65.412,1810.342,1875.754
2022-04-02,20,78.172,1737.048,1815.22
2022-04-02,21,78.4,1745.784,1824.184
2022-04-02,22,73.802,1665.426,1739.228
2022-04-02,23,59.48,1636.85,1696.33
2022-04-02,24,54.25,1704.492,1758.742
2022-04-02,25,50.658,1565.004,1615.662
2022-04-02,26,47.042,1629.192,1676.234
2022-04-02,27,44.528,1468.094,1512.622
2022-04-02,28,42.046,1468.032,1510.078
2022-04-02,29,43.914,1492.702,1536.616
2022-04-02,30,44.708,1460.944,1505.652
2022-04-02,31,54.746,1390.698,1445.444
2022-04-02,32,88.746,1491.244,1579.99
2022-04-02,33,98.166,1466.434,1564.6
2022-04-02,34,130.22,1474.406,1604.626
2022-04-02,35,140.642,1588,1728.642
2022-04-02,36,134.136,1619.816,1753.952
2022-04-02,37,153.424,1647.832,1801.256
2022-04-02,38,148.48,1588.362,1736.842
2022-04-02,39,167.398,1633.806,1801.204
2022-04-02,40,226.114,1580.106,1806.22
2022-04-02,41,303.304,1506.968,1810.272
2022-04-02,42,304.776,1471.866,1776.642
2022-04-02,43,313.772,1385.92,1699.692
2022-04-02,44,430.694,1342.028,1772.722
2022-04-02,45,380.8,1347.874,1728.674
2022-04-02,46,442.374,1213.182,1655.556
2022-04-02,47,395.78,1075.206,1470.986
2022-04-02,48,387.474,970.998,1358.472
2022-04-03,1,369.552,822.666,1192.218
2022-04-03,2,405.454,686.112,1091.566
2022-04-03,3,415.814,567.972,983.786
2022-04-03,4,448.086,576.118,1024.204
2022-04-03,5,497.072,525.388,1022.46
2022-04-03,6,560.652,604.78,1165.432
2022-04-03,7,626.526,704.138,1330.664
2022-04-03,8,652.384,875.152,1527.536
2022-04-03,9,673.642,954.354,1627.996
2022-04-03,10,762.774,1096.198,1858.972
2022-04-03,11,836.612,1175.656,2012.268
2022-04-03,12,922.95,1324.21,2247.16
2022-04-03,13,998.086,1461.62,2459.706
2022-04-03,14,1050.48,1519.688,2570.168
2022-04-03,15,1089.088,1575.556,2664.644
2022-04-03,16,1127.958,1693.64,2821.598
2022-04-03,17,1056.18,1516.974,2573.154
2022-04-03,18,938.314,1427.334,2365.648
2022-04-03,19,1005.55,1473.956,2479.506
2022-04-03,20,1137.32,1379.772,2517.092
2022-04-03,21,1301.386,1123.626,2425.012
2022-04-03,22,1427.142,998.248,2425.39
2022-04-03,23,1621.176,969.716,2590.892
2022-04-03,24,1941.388,1034.598,2975.986
2022-04-03,25,2213.198,1032.836,3246.034
2022-04-03,26,2533.254,997.428,3530.682
2022-04-03,27,2751.922,1026.352,3778.274
2022-04-03,28,2868.912,1149.01,4017.922
2022-04-03,29,3150.886,1255.494,4406.38
2022-04-03,30,3022.034,1470.828,4492.862
2022-04-03,31,2991.5,1596.132,4587.632
